company,title,body,rating,sentiment,predicted,prob_pos,prob_neu,prob_neg
PostNord i Danmark,Levering til tiden,"Levering til tiden, besked om leveret pakke på adressen.",5,positive,neutral,0.001,0.998,0.001
PostNord i Danmark,Hurtig levering til dør pakken sat som…,Hurtig levering til dør pakken sat som aftalt intet at klage over kunne følge pakkens forløb via track and trace uden problemer.,5,positive,positive,0.651,0.304,0.045
PostNord i Danmark,Hurtig,"Fin, hurtig levering",5,positive,positive,0.994,0.005,0.001
FedEx,Købt bedste forsendelse med FedEx,"Købt bedste forsendelse med FedEx. Det gik fint, til den kom til DK. Fik melding om levering i går. Var hjemme. Kl. 15:24 skifter status til: Kunden ikke hjemme.Har så kontaktet dem via kontaktformular og alm. mail. Intet hørt. Deres webside hævder at have en chat, men:""Desværre ingen ledige medarbejdere lige nu"".Har også hængt i deres telefonkø i 2 x ½ time. Første gang afbrudt af dem, næste gang måtte jeg selv afbryde.Status på forsendelse lige nu: Ingen planlagt levering.Det er godt nok sølle!",1,negative,neutral,0.038,0.949,0.012
PostNord i Danmark,Papkassen var i stykker,"Papkassen var i stykker, så låget på en af krukkerne var i stykker.Jeg har før modtaget pakker, der ser ud, som om de har været med i en fodboldkamp og derfor har varen også været beskadiget.Prøv at behandle pakkerne ordentligt, så der ikke sker skader på varerne.",2,negative,neutral,0.004,0.869,0.127
PostNord i Danmark,Jeg har fået af vide af post nord at…,Jeg har fået af vide af post nord at min pakke er leveret på den forkerte adresse. Alligevel afviser post nord reklamation fra afsender? .,1,negative,negative,0.001,0.003,0.996
PostNord i Danmark,Fungerer hurtig og uden ventetid,Fungerer hurtig og uden ventetid Perfekt.,5,positive,positive,0.935,0.061,0.004
PostNord i Danmark,Hurtig levering som altid,Hurtig levering som altid,5,positive,positive,0.966,0.032,0.002
PostNord i Danmark,Hurtig og præcis levering,Hurtig og præcis levering. God information om leveringsted og evt. ændring.,5,positive,positive,0.96,0.039,0.002
UPS,Fænomenalt,Super service og ekstrem hurtig afhentning.,5,positive,positive,0.996,0.002,0.003
UPS,Værste leveringsservice jeg har oplevet,"Værste leveringsservice jeg har oplevet. Min pakke har ligget hos dem i snart 2 uger nu. De informerer ikke om, at der skal betales et importgebyr, først efter man opretter en profil hos dem. Derefter har de flere gange skrevet, at min adresse er forkert, hvilket den bestemt ikke er, og derfor kan min pakke ikke leveres. Simpelthen den største joke af et firma",1,negative,negative,0.002,0.002,0.996
PostNord i Danmark,Hjemmelevering af pakker er altid…,Hjemmelevering af pakker er altid hurtig og effektiv. Dejligt.,5,positive,positive,0.997,0.001,0.001
PostNord i Danmark,Hurtig og nemt,Hurtig og nemt,5,positive,positive,0.961,0.036,0.003
FedEx,Leverer ikke som lovet,"Leverer ikke som lovetFår en mail om der er en pakke til mig til levering fredag. Da jeg ved jeg ikke er hjemme denne dag bruger jeg det link de oplyser, og ændre adressen til min arbejdsplads. Jeg modtager en mail der bekræfter min ændring.Fredag modtager jeg så først en mail, der fortæller der kommer en pakke til min arbejdsplads i lovet af dagen. Senere samme dag får jeg så en besked om jeg ikke har været hjemme da de forsøgte at leverer på min privatadresse.....Jeg ved godt jeg ikke er hjemme, derfor har jeg jo ændret adressen og I har bekræftet det",1,negative,neutral,0.002,0.997,0.001
UPS,UPS burde anmeldes for bedrageri,"UPS burde anmeldes for bedrageri ! Afsendere betaler for en dør-til-dør leverance - men får i virkeligheden en dør-til-opsamlingssted leverance.Som afsender af pakken snydes du for et produkt der i virkeligheden ikke leveres.Som modtager af pakken får du en dårligere oplevelse end den du har aftalt med afsenderen.UPS insisterer på at de skam har forsøgt at levere - men ""der var ingen hjemme"". Og hvis du forsøger at italesætte dette bliver du mødt af mistro og krav om bevis.Jeg forsøger altid at undgå UPS - og vil råde andre til at gøre det samme - både som forretning og kunde.",1,negative,negative,0.003,0.013,0.984
PostNord i Danmark,Det kom som de havde sagt,Det kom som de havde sagt. Alt er godt,5,positive,positive,0.996,0.003,0.001
UPS,Hvis jeg kunne give -0 stjerner havde…,"Hvis jeg kunne give -0 stjerner havde også gjordt det. Bestilt en kjole d. 31/8, betalt 110 kr for at få den leveret d.2/9. Trods at jeg har været hjemme hele dagen, har pakken åbenbart ""forsøgt leveret"". Kontakter kundeservice og de beklager og forstå godt min frustration men kan desværre ikke hjælpe mig. Skal dog bruge kjolen d. 3/9 kl 11. Men UPS kan ikke rigtig hjælpe udover at de kan forsøge at få den leveret til en pakke shop d.3/9, samt kan ikke garantere mig for at jeg kan få min kjole inden kl 11. Det er det værste bræk jeg nogensinde har hørt fra dem!",1,negative,negative,0.17,0.182,0.647
PostNord i Danmark,hurtig levering,Hurtig levering og fin aflevering,5,positive,positive,0.993,0.006,0.001
PostNord i Danmark,Er meget tilfreds med levering,Er meget tilfreds med levering,5,positive,positive,0.996,0.003,0.001
UPS,Sjusk,"Dette er 3. gang jeg oplever at en hjemmelevering bliver leveret til udleveringssted, uden nogen form for advisering. Kun besked om at pakken er leveret hos mig idag, men ingenting modtaget. Må derefter rundt til diverse udleveringssteder og forhøre mig om de har pakken. Derudover har de en gang mistet pakken heltDet største sjusk jeg har oplevet",1,negative,neutral,0.009,0.965,0.026
UPS,Track-and-trace,"Track-and-trace betyder skal gennem en installation af deres software som i sidste ende er et brud på gdpr reglerne, hvis man gør det. De mennesker der er ansat er værdiløse og kan intet og forstår intet. Dårligt firma",1,negative,negative,0.001,0.0,0.998
UPS,Besværlig og kompliceret levering,"En vellykket levering forudsætter at man er til rådighed på adressen fra kl. 9-17 i op til flere dage, hvor din pakke, kun måske og højst sandsynligt ikke, bliver leveret på forventede leveringsdag. Absurd kompliceret levering da der ikke forefindes nogen nærliggende pakkeboks, i tilfælde af man ikke er hjemmegående. Firkantet postkasse-politik om, at navn skal forefindes på postkassen for udlevering af pakke - til trods for rigtig adresse og en given underskrift fra modtager ved evt. udlevering.  Jeg giver dog 2 stjerner, fordi der er kundeservice indenfor rækkevidde med løsningsorienterede medarbejdere.",2,negative,positive,0.957,0.031,0.012
PostNord i Danmark,Rod og fejllevering,"Gaven, der skulle have været leveret på dagen til en højtid, forsvandt sporløst og dukkede først op 5 dage senere efter klager. Blev endelig fundet (teknisk betegnelse ""fejlsortering"") og derefter lovet at være ""på vej i løbet af meget kort tid"" som i ""lige om hjørnet"". Snydt igen! Forsendelsen dukkede først op ca. 10 timer senere.Ingen beklagelse eller forklaring. Elendig service. Vælger om overhovedet muligt anden leveringsform næste gang.Med venlig hilsenSolveig Bennike (bestiller ag forsendelsen)",1,negative,negative,0.306,0.176,0.518
UPS,VERDENS VÆRSTE FRAGTFIRMA !,"VERDENS VÆRSTE FRAGTFIRMA !! Har nu for 4 gang siddet hjemme og ventet på en pakke, som ikke bliver leveret. Jeg har hver gang fået en mail om at de ikke kan leverer da der ikke er nogen hjemme!!!Sjovt nok er der heller ingen seddel i postkassen , som jo ellers er deres bevis på at de har magtet at komme forbi med en pakke... Deres kundeservice er lige så elendig, de kan ikke svare på noget , og msn venter minimum 30 min for at komme igennem.",1,negative,negative,0.008,0.002,0.99
UPS,Totalt upålidelig levering og kommunikation,"Jeg var hjemme to ud af de tre gange, de skrev, at de havde forsøgt at levere. Ingen ringede på, og der var musestille hjemme hos mig. Jeg fik ingen sms'er eller mails, og der er 24 timers forsinkelse i deres opdatering af status for sporing. Så først efter deres sidste ""forsøg"" på at levere, kunne jeg se, at de skulle have været forbi mig tre gange, således at varen nu skulle sendes retur til afsenderen. Da jeg forsøgte at ændre til levering til en pakkeshop, ved at klikke på en knap for dette på sporingssiden for ordren, blev jeg bedt om at give et InfoNotification-nummer, som jeg skulle have fået på en seddel, de angiveligt havde efterladt. Men eftersom de jo ikke havde ringet på, og dermed heller ikke havde fået adgang til min opgang, havde de jo ikke lagt sådan en seddel. Jeg kunne ikke bestille afhentning i pakkeshop uden dette nummer. Jeg ringede så til deres kundeservice, kunne først lade sig gøre efter weekenden, og fik at vide, jeg måtte hente pakken i Glostrup (jeg bor i København, og der ligger to UPS-pakkeshops få hundrede meter fra hvor jeg bor). Jeg skulle så få en sms inden for 24 timer, hvor der stod et tidsrum inden for hvilken, jeg kunne hente pakken. To dage senere var der stadig ikke kommet nogen sms. Så jeg ringede til dem igen og fik at vide, jeg bare kunne hente pakken. Det havde da været rart at vide, når nu de havde forsikret mig om, at de ville kontakte mig om dette pr. sms. Jeg er næsten imponeret over, at et firma, der lever af, angiveligt, at levere pakker, har så svært ved at gøre præcist dette. Hvert eneste af mine forsøg på at få min pakke førte til en ny blindgyde. Jeg vil for evigt afholde mig fra at have noget med UPS at gøre, og jeg vil kontakte det firma, jeg købte varen hos, og anbefale, at de finder en anden udbyder til levering. Det skader også deres omdømme og omsætning jo.",1,negative,neutral,0.002,0.997,0.001
PostNord i Danmark,hurtig levert,hurtig levert,5,positive,positive,0.973,0.025,0.002
UPS,Fin oplevelse,Jeg fik min pakke leveret lige til døren om formiddagen. Jeg kunne følge pakken undervejs fra Sverige uden problemer.,5,positive,neutral,0.011,0.986,0.004
PostNord i Danmark,Nem bestilling og hurtig levering :-),Nem bestilling og hurtig levering :-),5,positive,positive,0.992,0.007,0.001
PostNord i Danmark,Pakke lige til døren:),Pakke lige til døren:),5,positive,positive,0.697,0.301,0.002
PostNord i Danmark,tilfreds,pakkenummer 00357128520157857499Fuldt tilfreds sød pakke bud der gad gå helt op på 3 sal,5,positive,positive,0.999,0.001,0.001
UPS,Verdens dårligste kundeservice,"Får sendt en pakke fra USA. Vi bliver bedt om at betale for fortoldning, da den rammer Canada. Helt fint, det er sikkert bare for at gøre det up-front.Vi får pakken, og hører så pludselig fra UPS 10 dage senere med en rykker på en anden regning for indfortoldning, som vi aldrig har fået....Når man så ringer til det angivne nummer, på rykkeren, så tager de den ikke. Når man ringer til deres kundecenter, så bliver jeg efter 40 minutters venten mødt af nogle medarbejdere, der ikke kan hjælpe overhovedet. Når jeg bliver sendt videre, fik jeg at vide at det jo var to forskellige regninger (tak, det er jeg klar over.... men hvorfor...!). Vi har en kort dialog hvor de siger at det må jeg spørger UPS canada om, hvorefter de bare ignorerer min email ​og sender en ny rykker.Når jeg skriver til dem om den nye rykker, så svarer de overhovedet ikke.Da jeg endelig kommer igennem til dem på telefonen igen. Så går der et par dage, og jeg får et svar der hedder ""at regningen kan ikke krediteres, da afsende ikke dækker omkostningerne"". Hvilken del af ""Hvorfor får jeg to regninger?"", er svært at forstå, og ikke mindst svare på?Det er jo let nok bare at blive ved med at sende rykkere, og true med inkasso. For chancen for at kunder slæber jer i retten er jo lille. Mage til elendig kundeservice skal man lede længe efter.",1,negative,neutral,0.03,0.936,0.034
PostNord i Danmark,Jeg har ikke fået meddelse om,"Jeg har ikke fået meddelse om , at pakken var på vej.",3,neutral,neutral,0.001,0.995,0.004
PostNord i Danmark,"Hurtig levering ,lige til døren af en…","Hurtig levering ,lige til døren af en sød postbud",5,positive,positive,0.996,0.003,0.001
UPS,Kanon dårlig service og ringe kommunikation,"I forbindelse med en modtagelse af pakke, ventede jeg et stykke tid, for at derefter tage kontakt til UPS hvor jeg så for at vide at min pakke ikke kan leveres da jeg er bosat i Vollsmose. Til stor ærgelse for mig da jeg på intet tidspunkt er blevet kontakte af dem, derfor ændrer jeg modtageraddresse og problemet forsætter. På deres hjemmeside kan jeg se at chaufføren ikke har leveret pakken pga et butikets nr ikke fremgik tydeligt. jeg kontakte ups igen og får at vide at det var mærkeligt og det undrede sig, jeg opgiver en ny addresse for og får et nyt leveringsdato. På selve leveringsdatoen kan jeg se at pakken ikke er kommet ud og ringer ind igen og får at vide at chaffurøren har glemt at tage pakken med igen bliver der ikke taget kontakt til mig. Jeg får en ny leveringsdato igen og så indtræffer uheldet igen, budmanden leverer ikke pakken da modtagernavnet ikke fremgår af tlfdøren på trods at at han er under 18 år.. Alt i alt har denne jagt på at modtage min pakke medført at jeg måtte blive hjemme i par dage og får mine kammerater til at være på addressen. Så hvis i vil undgå et budfirma der har noget af en ringe kommukation til den enkelte kunde vil jeg stærk anbefale at ikke benytte UPS.. Jeg er blevet en dårlige oplevese klogere",1,negative,neutral,0.013,0.802,0.186
PostNord i Danmark,Hvor er jeres kundeservice,"Hvor er jeres kundeservice ? INGEN tage telefonen ! Prøver i 3 dage. Chat robot AI skulle man i gemmen , for at snakke med et menneske , hvor der var 2 timers ventetid. (Man skal blive i appen, og håbe på at der er batteri nok) Sagde til damen i appen. At PostNord er i gang med at sende min pakke retur  til Japan. (Som kunne ses vis tracking) hun lovet st fejlen var rettet ! Men pakke røg retur.",1,negative,neutral,0.06,0.816,0.124
UPS,"Holder ikke, hvad de lover","Jeg kunne på UPS-app’en se, at den planlagte levering for min forsendelse var fredag d. 7. januar. I app’en stod der også, at pakken var ”ude til levering”. Da det var vigtigt at pakken nåede frem på planlagte dag, tog jeg kontakt til UPS Kundeservice, for at sikre mig det. Jeg fik fat i en medarbejder, der fortalte, at jeg kunne være sikker på, at de ville levere pakken fredag. Men pakken kom alligevel ikke frem! Sent fredag aften har UPS så ændret leveringsdatoen i app’en til mandag d. 10. og ændret status til ”Behandles på UPS-facilitet”. Hold fast hvor er det irriterende og uprofessionelt!",1,negative,neutral,0.014,0.975,0.011
PostNord i Danmark,"at det tager en uge for en pakke, jeg kunne desværre ikke selv vælge, for så havde jeg valgt GLS eller DAO, som plejer st gøre det på 2 dage",Lang leveringstid,3,neutral,neutral,0.006,0.986,0.008
UPS,UPS - under AL kritik,"De er upræcise, uvenlige, grove.Udsteder ulovlige regninger.Folk der ikke er vant til at handle internationalt, bliver skræmt, hvis de støder på UPS.Gider aldrig mere købe hos nogen der kun har  Ups som transport mulighed, det giver alt for meget arbejde.INGEN stjerner, men kan desværre ikke beklage mig, uden én stjerne. Nikita",1,negative,negative,0.002,0.0,0.998
PostNord i Danmark,Pakken blev forsinket,"Pakken blev forsinket. Jeg har forventet for at få den d.11/5, men modtog d. 12/5. Det er jeg ked af.",1,negative,negative,0.016,0.061,0.923
UPS,Betaler for hjemmelevering,"Betaler for hjemmelevering, men pakken bliver afleveret i en eller anden kiosk uden begrundelse. Kundeservice er specielt designet til få folk til at opgive at ringe ind.Får at vide pakken er ""forsøgt afleveret"" - det er en lodret løgn da jeg har været hjemme hele dagen.UPS er elendig service og skal undgås hvis muligt",1,negative,negative,0.001,0.0,0.999
PostNord i Danmark,Ingen problemer,Ingen problemer,5,positive,neutral,0.015,0.895,0.091
UPS,Rigtig god oplevelse med UPS,"Rigtig god oplevelse med UPS. :) hurtig levering, og pakken blev sat på stedet som aftalt.",5,positive,positive,0.999,0.001,0.001
PostNord i Danmark,Nu er det 2 gang jeg ik for min pakke,"Nu er det 2 gang jeg ik for min pakke De skulle bare sette den, men jeg det gjorde de ik de ringe heller ik, der var os nogle hjemme, KOM IND I KAMPEN, det er kun fordi det er eget af staten siden ikke er gået konkurs",1,negative,negative,0.04,0.044,0.916
UPS,Total dårlig kundeservice,Total dårlig kundeservice jeg skulle have modtaget min pakke i går d. 23/3-23 Jeg var hjemme hele dagen men åbenbart lige i det jeg er på wc banker de på men jeg kan ikke høre det da toilettet ligger på første sal. Får så en mail om de har prøvet at levere den men jeg ikke var hjemme. Ringer så med det samme til UPS og får så at vide at det var syndt men den vil blive leveret igen i morgen d. 24/3-23. Jeg tjekker så min postkasse d. 24/3 og ser der ligger en label fra dem om de har været her men der står intet på den. Jeg ringer så til UPS og de fortæller mig så den ikke er læsset på en bil i dag så jeg siger til hende at hvis den så ligger på lageret vil jeg gerne komme ud og henter den hun siger at det vil hun skrive til dem der er på lageret. Da jeg så kommer der ud fortæller ham der står i skranken at den er læsset og han kan se hun har valgt at stoppe leverancen men han vil prøve at ringe til chaufføren og sige den skal leveres alligevel. Men jeg har ikke modtaget noget da jeg så ringer igen senere samme dag får jeg desværre fat på en dame igen som ikke kan hjælpe med noget som helst. I stedet for at have kigget ordentligt efter på deres skærm har hun bare valgt at få stoppet leveringen så nu skal jeg vente helt til på mandag for at få min pakke. Fordi1 chaufføren har så travlt at han ikke lige kan vente 1 min efter de har banketnej de banker bare 1 gang og fordi der ikke lige bliver åbnet hurtigt går de igen2 fordi der sidder sådan nogle på telefonen som ikke lige tjekker ordentligt på deres skærm så de bare får stoppet hele leverancen på en dag.3 hvorfor overhovedet have sådan en kundeservice hvis de alligevel ikke kan kontakte chaufføren eller få slettet det de har skrevet.Og de vil intet gøre selv om de har lavet fejlenJeg vil anbefale alle at droppe dette total dårlige firma. Kan godt forstå de har været i tv med det dårlige arbejde de går og foretager sig.,1,negative,neutral,0.022,0.529,0.449
PostNord i Danmark,Hurtigt og effektivt,Hurtigt og effektivt,4,positive,positive,0.837,0.157,0.006
PostNord i Danmark,Hurtigt og alt fungerede...,Hurtigt og alt fungerede...,5,positive,neutral,0.062,0.928,0.01
UPS,Forfærdelig kundeservice,"Jeg modtog i december 2020 en pakke hvor der blev pålagt told. Dette blev betalt med MobilePay sekundet pakken blev leveret.Ca. 3 måneder efter, opdager jeg en faktura i min postkasse, hvor der står at jeg skylder 51,30kr og at det samlede beløb altså er 271,50kr. Men hvordan kan jeg skylde 51,30kr når jeg i forvejen har betalt 256,45kr? Efter mine udregninger skylder jeg altså 15,05kr i alt. I forvirring ringer jeg så jeres kundeservice op for at søge flere informationer. Her får jeg en kvinde i røret, som absolut ikke aner noget. Hun mener at det samlede beløb er på 307,75kr... Dette fremgår bare slet ikke af den tilsendte faktura.Derudover er ventetiden på jeres kundeservice al for lang tid og man får absolut ingen hjælp. Jeg sendte en mail samme dag, som mit første opkald (26/03-21) og har forsat intet svar fået. Nu ringer jeg så igen i dag (06/05-21), hvor jeg venter i 16 minutter på at blive betjent. En kvinde tager igen telefonen og siger, at hun faktisk ikke kan hjælpe mig da hun ikke kan tilgå de korrekte systemer i forhold til problematikken jeg står med. Hun beder mig derfor om at kontakte det SAMME nummer igen, hvor en kollega vil hjælpe mig, som kan tilgå disse systemer... Hun kan altså ikke stille mig igennem til hendes kollega.Jeg ringer derfor igen og venter i kø i 22 minutter, dvs. jeg samlet har været i kø i 38 minutter samme dag. Denne gang lykkes det dog at få relevant hjælp og sagen er afviklet, så tak til den søde medarbejder der kunne hjælpe mig.",1,negative,neutral,0.01,0.92,0.071
UPS,Var hjemme!,"Var hjemme OG havde bedt dem om at lægge pakken på terrassen, hvis jeg ikke var. Alligevel kommer de med en bullcrap meddelelse om aftenen med forgæves levering.At ringe til dem er et mareridt, hvor man som en idiot skal læse tracking nummeret op for en robot, der gentagne gange intet fatter af hvad man siger og det er umuligt at komme igennem til et menneske hos dem. Spændt på hvor min pakke nu er her på andendagen, hvor de tilsyneladende heller ikke kommer med pakken... Men får nok en besked i aften igen om forgæves levering...",1,negative,negative,0.013,0.025,0.961
PostNord i Danmark,Det kom 2 dage efter jeg havde bestilt...,Det kom 2 dage efter jeg havde bestilt det!!!!,5,positive,positive,0.929,0.069,0.002
PostNord i Danmark,Hurtig præcis levering,Hurtig præcis levering,5,positive,positive,0.97,0.029,0.002
UPS,skod,"Jeg har bestilt fra Nike.com, og min pakke sku leveres til en pakkeshop i en butik. UPS har så åbenbart stoppet samarbejdet, med der hvor jeg sku hente min pakke. Selvom de havde stoppet samarbejdet med pakkeshoppen, ku jeg stadig vælge den som en mulighed. Skod service. Men fordi Nike.com åbenbart ikke har sat min adresse på pakken også, men kun pakkeshoppens, så kan jeg ikke få den. Så jeg sku kontakte Nike, men det er ikke bare lige sådan at få fat i Nike. Hvis bare jeg havde læst Nike’s trustpilot bedømmelser. Så jeg ringede jo så derind og fik afvide af  UPS kundeservice, at jeg sku kontakte Nike og få ændret min adresse. Jeg kan ikke få fat i Nike. Eller jo, men ikke nogen der kan hjælpe mig, de sender mig videre til Dansk support team, men kommer altid tilbage til det samme engelsktalende team der vil sende mig videre igen. Nu har jeg skrevet en mail til UPS og har nu fået afvide at den er sendt tilbage til afsender. Hvis jeres eneste mulighed for levering er UPS, så drop det. Find et alternativ. ALDRIG vælg dem som levering. Ej heller bestil fra Nike, btw. Gå i fysiske butikker eller sportmaster osv. Holy moly",1,negative,neutral,0.036,0.944,0.02
PostNord i Danmark,Nemt,Nemt! Ingen problemer! Ekspedition mindre end et minut af en særdeles venlig medarbejder i Floh,5,positive,positive,0.991,0.001,0.008
UPS,Siger ingen var hjemme og de forsogte…,"Siger ingen var hjemme og de forsogte at levere selvom vi var 2 hjemme p[ det tidspunkt, f*ndme noget l**t.",1,negative,positive,0.687,0.074,0.239
UPS,"Sendt til ""pickup point""","Sendt til ""pickup point"". Istedet.Registreret at 2 pakker kunne sættes foran min dør. Jeg fik et forslag om at sende pakken til pickup, men ville som betalt gerne have min pakke leveret til døren.Hvor svært er det bare at ligge en pakke foran en hoveddør? - Medmindre man selvfølgelig aldrig tager ud til kunden.... amatør firma, håber udlandet skifter væk fra UPS!",1,negative,negative,0.01,0.015,0.975
PostNord i Danmark,Alt gik ok mvhOle,Alt gik ok mvhOle,5,positive,positive,0.98,0.016,0.004
UPS,Simpelthen elendig service,"2 dage i træk laver de en."" Modtager var ikke tilgængelig på tidspunktet for det sidste leveringsforsøg"", jeg sad hjemme og har overvågning, og de har ikke været her.Og sjovt nok lige omkring kl 17 begge dage tænker det er fyraften.Det giver express levering en helt ny betydning.det er simpelthen topmål af dårlig service.",1,negative,neutral,0.383,0.521,0.096
PostNord i Danmark,SMS Jatak !!,Det er dejligt at modtage en sms med mulighed for at ændre adr når man ikke er hjemme ! Det er dog ærgeligt at modtage for sent til at lave steder man modtager det om.,4,positive,negative,0.002,0.0,0.998
UPS,Meget dårlig service,"Meget dårlig service, når det kommer til bogholderi.Opretter sag vedr. tvist - får autogeneret svar.Men bliver ved at få rykkere - tlf. nr. på rykkeren svarer ikke. Intet svar når man skriver på påført mail, blot et nyt autogeneret svar.Må indbetale får at undgå inkasso - men vi burde ikke betale, men håbløst at komme i kontakt med en person:-(",1,negative,negative,0.002,0.001,0.997
PostNord i Danmark,God lev,God levering,3,neutral,positive,0.996,0.004,0.001
UPS,Absolut mest ringe service i verdenen,"Absolut mest ringe service i verdenen. UPS manden går ind i min opgang, men vælger ikke at banke på min dør. Jeg går ud da jeg kan hører nogle i opgangen og kommer ud til ham, han sidder i sin bil og siger han ikke kan udlevere pakken, da han nu har scannet den. Så jeg skal afhente den dagen efter i en pick-up-point butik, da de har lukket nu. Et er at han ikke banker på min dør, men at går ud fanger ham og så kan han ikke give den fordi han har scannet den. Jeg går ind og ringer til UPS Danmark, som så ikke kan tage telefonen så opkaldet er på Engelsk, ikke noget problem for mig, men hun kan så fortælle mig at jeg kan hente pakken dagen efter eller lave en officel klage på deres hjemmeside (til hvilken nytte?) hun er i øvrigt virkelig nedladende. Kommer aldrig til at bruge dem til at sende pakker med. Fremover vil jeg forsøge at få mine pakker med DHL eller et andet fragtselskab.",1,negative,neutral,0.007,0.964,0.029
PostNord i Danmark,Hvor svært er det lige at levere en…,Hvor svært er det lige at levere en pakke til en pakkeshop indenfor den lovede tidsramme?? Men I klarede det da.,5,positive,negative,0.289,0.113,0.598
PostNord i Danmark,som sædvanlig hurtig levering og flink…,som sædvanlig hurtig levering og flink postbud,5,positive,positive,0.993,0.006,0.001
PostNord i Danmark,Nemt og let at hente i en kiosk hvor…,Nemt og let at hente i en kiosk hvor flere pakke firmaer leverer til.,4,positive,positive,0.798,0.168,0.034
UPS,Ingen ændring siden de var undersøgt i Kontant.,"Jeg havde bestilt nogle ting langt uden for DK og UPS var det eneste sendebud som hjemmesiden havde mulighed for at sende med.Siden dårlig tideligere oplevelser og senere episoden i Kontant, har jeg ungået dem. Men nu hvor mine vare kun havde dem som mulighed, gav jeg det en chance. Det er trodsalt snart et år siden de blev undersøgt i Kontant.Jeg kan her med fortælle at intet har ændret sig. To dage i træk var de ""forbi"" med min pakke og ""ringede på min dørtelefon"". Jeg havde fri begge dage og ventede spændt på min pakke.Da jeg kommer igennem til kundeservice of senere en højere oppe fortæller han at der ofte er problemer med dørtelefonerne i mit område, at det nok er derfor jeg ikke har hørt noget.Rend og hop siger jeg, min dør telefon blev fikset for ikke så længe siden.Da jeg var færdig med opkaldet vælger jeg alligevel at teste min dørtelefon om den virker.""youtube.com/ watch?v=Yr3vPcLtLlE""Jeg optog det, og de virker begge helt fint!Konklusion; Føj siger jeg! De rejser helt ud med din pakke, sider på deres flade bagdel I vognen og køre så videre uden bare at prøve.Brug ikke UPS.",1,negative,neutral,0.027,0.965,0.008
PostNord i Danmark,God service til tiden,God service og til tiden som lovet,5,positive,positive,0.997,0.002,0.001
UPS,Kæft en dårlig service får meddelelse…,"Kæft en dårlig service får meddelelse om min pakke kommer fredag.Fredag middag får jeg en mail, at leverig er ændret til mandag.Dårligt firma, ingen begrundelse eller et sted hvor man evt. kunne hente pakken. Handler ikke nogen steder hvor de kun sender med UPS mere.",1,negative,negative,0.002,0.01,0.989
UPS,Jeg kan kun tilslutte mig alle de…,"Jeg kan kun tilslutte mig alle de dårlige anmeldelser...!Har forgæves forsøgt at kontakte firmaet - fuldstændig lukket land! Leveringsdatoen de angiver, kan man aldrig regne med! SÅ frustrerende at blive hjemme en hel dag for at få besked om aftenen, at pakken først bliver leveret dagen efter.",1,negative,negative,0.006,0.0,0.993
PostNord i Danmark,Leveret i god stand og indenfor det…,Leveret i god stand og indenfor det angivne tidsrum,5,positive,neutral,0.041,0.958,0.001
UPS,Total ringe service..fås ikke ringere,"Jeg fik besked på, af UPS, at jeg jeg ville få leveret min pakke d. 8. april sidst på dagen. Der kommer ingen UPS, og kan se på sporingen at pakken er forsinket. MEN det giver man mig ikke besked om. På sporingen kan jeg endvidere se, at varen er ankommet korrekt til deres depot i Vejle så den kunne være leveret som lovet. Nu lørdag d. 9. april har en UPS lige ringet på døren, for at levere en pakke til naboen...MEN min pakke var ikke med.Jeg kan bestemt ikke anbefale UPS...",1,negative,neutral,0.004,0.993,0.003
UPS,"""Minus stjerner"" burde være en mulighed","Jeg spiller musik, og bruger en bestemt type udstyr, som kun fås via en udenlandsk forhandler. Forhandleren giver den bedste service man overhovedet kan forestille sig. Et stik til en af mine højtalere går i stykker, og da jeg har et job i nær fremtid (hvor jeg selvfølgelig skal have den højtaler med, hvis folk skal høre hvad jeg spiller) får jeg tilbudt en ny, som bliver sendt samme dag som fejlen opstår. MEN! Det skal sendes med UPS... Her går alting galt - jeg vil ikke kalde deres service ringe. Snarere ikke eksisterende. Mit tlf. er på pakken, da jeg hele dagen er max. 20 m fra min lejlighed (hvis ikke jeg sidder i lejligheden og venter på UPS...). Efter at have forladt min lejlighed i ca. 20 minutter vender jeg tilbage, og tjekker så tracking. UPS fjolset har ikke kunnet komme ind, men har valgt ikke at ringe (på trods af at det stod på pakken). Da jeg ringer ind (15 minutter efter at de har været forbi) for jeg at vide, at de kan levere den en af de kommende hverdage - jeg skal bare kunne sidde i min lejlighed fra f***ing 9-19. Hvad f*** er det?! Man har sgu da skole og arbejde der skal passes, det er jo derfor jeg skriver mit tlf. nr. på pakken! Jeg kan komme fra skolen og hjem på max. 2 minutter. Nu kan jeg så åbenbart ikke få min pakke, før jeg holder fri en hel dag, uden at lave andet end at sidde i min lejlighed, ergo skal jeg pjække fra skole eller vente til jeg en dag har en time aflyst - og de folk der har hyret mig til at spille.. De får en lydløs koncert - tak til UPS; i får sgu Post Danmark til at ligne superhelte.. Jesus Kristus (LÆS: !%&?!!!) man.. BTW: min klade indeholdt åbenbart for mange bandeord til at kunne blive slået op, så jeg var nødt til at redigere den. Grunden til at jeg skriver dette er, at det giver et godt billede af, hvor frustrerende det er, at være kunde hos UPS",1,negative,neutral,0.013,0.964,0.023
PostNord i Danmark,Slacker levering,"Fik lovet levering d. 10, 11, og 12 og så ikke skyggen af postmanden.. Ærgerligt når man betaler ekstra for hjemmelevering",1,negative,negative,0.013,0.001,0.986
